"filename", "language", "C++", "C", "Makefile", "comment", "blank", "total"
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090622.h", "C", 0, 34, 0, 1, 13, 48
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090630.h", "C", 0, 31, 0, 1, 13, 45
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090631.h", "C", 0, 31, 0, 1, 12, 44
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090632.h", "C", 0, 34, 0, 1, 14, 49
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090642.h", "C", 0, 35, 0, 1, 13, 49
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090646.h", "C", 0, 35, 0, 1, 11, 47
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090720.h", "C", 0, 35, 0, 1, 13, 49
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090723.h", "C", 0, 36, 0, 1, 12, 49
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090726.h", "C", 0, 36, 0, 1, 12, 49
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090752.h", "C", 0, 37, 0, 1, 12, 50
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090804.h", "C", 0, 37, 0, 1, 13, 51
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090806.h", "C", 0, 38, 0, 1, 12, 51
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090809.h", "C", 0, 39, 0, 1, 12, 52
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090837.h", "C", 0, 39, 0, 1, 12, 52
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090839.h", "C", 0, 39, 0, 1, 12, 52
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090841.h", "C", 0, 39, 0, 1, 12, 52
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090843.h", "C", 0, 39, 0, 1, 12, 52
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090847.h", "C", 0, 39, 0, 1, 12, 52
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090850.h", "C", 0, 39, 0, 1, 12, 52
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090856.h", "C", 0, 40, 0, 1, 13, 54
"/home/kid-a/homeworks/compiler/lab2/.history/src/defs_20250415090857.h", "C", 0, 40, 0, 1, 13, 54
